user_id,register_days,product_count,report_count,avg_reply_time,credit_score,is_violation
871,338,11,0,19.2,88,0
872,129,2,0,1.8,106,0
873,347,0,0,8.0,96,0
874,6,3,1,6.9,89,0
875,224,13,0,11.2,108,0
876,139,0,2,0.1,83,0
877,79,2,10,15.1,91,1
878,294,0,0,0.1,100,0
879,104,1,0,17.0,104,0
880,168,3,4,5.7,94,0
881,326,9,0,0.1,98,0
882,11,0,0,2.5,86,0
883,232,5,0,0.1,104,0
884,129,0,2,11.3,112,0
885,210,13,9,0.7,93,0
886,100,6,2,8.5,100,0
887,103,3,0,0.1,107,0
888,1,1,0,17.8,92,0
889,75,37,0,0.1,65,0
890,340,4,0,6.9,74,0
891,158,0,0,14.2,111,0
892,211,2,0,9.5,102,0
893,292,3,0,11.2,100,0
894,235,0,0,19.0,88,0
895,194,0,0,0.1,97,0
896,144,10,0,3.9,92,0
897,86,0,0,3.6,94,0
898,165,6,0,0.1,114,0
899,77,0,0,8.0,99,0
900,326,1,0,0.4,97,0
901,276,12,0,8.6,95,0
902,113,1,0,0.1,87,0
903,1,2,0,5.3,97,0
904,72,4,0,0.9,106,0
905,86,2,0,0.4,102,0
906,181,3,0,12.9,92,0
907,201,1,0,10.9,93,0
908,256,5,2,8.1,102,0
909,174,1,0,10.9,110,0
910,314,4,0,8.2,105,0
911,128,6,0,9.5,110,0
912,348,0,0,2.5,104,0
913,359,7,0,0.1,89,0
914,109,2,0,4.0,77,0
915,125,8,0,2.8,101,0
916,350,2,0,0.1,88,0
917,131,2,0,1.6,90,0
918,228,1,0,3.3,106,0
919,319,2,0,8.5,94,0
920,206,1,2,11.3,84,0
921,241,0,5,0.1,91,0
922,98,5,0,2.5,91,0
923,148,5,0,0.1,112,0
924,105,0,1,9.8,89,0
925,201,3,2,11.7,92,0
926,251,4,0,0.1,91,0
927,379,32,0,19.8,97,0
928,33,0,1,31.4,90,0
929,260,1,1,0.1,96,0
930,233,2,0,14.0,62,0
931,128,0,0,0.1,92,0
932,141,2,2,0.1,114,0
933,7,9,2,12.5,92,0
934,48,11,0,3.4,47,1
935,207,6,2,8.3,80,0
936,89,8,0,4.4,86,0
937,207,9,0,1.4,100,0
938,322,11,2,13.4,86,0
939,356,9,0,11.2,83,0
940,327,6,0,6.6,57,1
941,64,1,0,0.1,54,1
942,368,4,0,16.2,102,0
943,54,0,0,9.4,106,0
944,318,4,6,10.3,102,0
945,355,4,1,8.6,93,0
946,216,34,0,6.3,99,0
947,288,4,1,5.5,106,0
948,219,1,0,13.3,90,0
949,186,0,0,9.8,97,0
950,352,3,5,0.1,104,0
951,369,10,0,5.2,88,0
952,331,10,0,12.1,110,0
953,356,0,0,4.4,94,0
954,38,0,3,1.3,110,0
955,149,1,0,4.1,66,0
956,105,5,0,0.1,81,0
957,351,0,0,4.4,73,0
958,116,1,0,0.1,88,0
959,167,0,0,6.3,96,0
960,230,7,0,17.3,102,0
961,164,1,0,0.1,92,0
962,387,14,0,0.1,99,0
963,194,0,2,0.1,104,0
964,338,2,0,3.6,92,0
965,111,0,0,6.9,116,0
966,51,1,0,0.1,49,1
967,284,0,0,2.3,92,0
968,38,4,0,17.7,87,0
969,394,4,0,9.2,80,0
970,230,3,1,8.6,97,0
971,39,0,1,14.3,94,0
972,281,4,0,0.1,105,0
973,324,1,0,12.0,88,0
974,241,6,3,7.2,84,0
975,149,0,0,14.2,104,0
976,279,0,1,5.0,116,0
977,62,0,0,0.1,87,0
978,313,4,0,6.0,93,0
979,233,0,2,5.7,86,0
980,198,1,1,17.0,89,0
981,285,0,0,8.6,99,0
982,137,8,0,9.0,86,0
983,106,0,2,0.1,53,1
984,208,1,0,0.1,103,0
985,1,17,2,14.1,96,1
986,242,3,0,15.9,107,0
987,109,0,0,0.1,95,0
988,262,4,0,5.0,89,0
989,347,1,1,0.1,107,0
990,100,6,0,0.1,84,0
991,34,5,0,20.6,88,0
992,213,1,0,1.7,91,0
993,123,1,0,4.2,98,0
994,290,5,1,0.1,93,0
995,61,0,2,12.1,99,0
996,258,7,0,2.0,105,0
997,145,3,0,21.4,112,0
998,259,5,1,5.2,91,0
999,239,16,1,14.3,87,0
1000,334,5,0,3.5,110,0
1001,254,5,2,0.1,97,0
1002,235,1,0,5.9,38,1
1003,156,17,2,0.1,96,0
1004,215,2,0,0.1,94,0
1005,294,0,0,16.3,102,0
1006,355,18,0,0.1,99,0
1007,4,17,1,0.1,43,1
1008,110,5,0,0.1,96,0
1009,130,9,0,4.4,107,0
1010,198,6,0,0.1,86,0
1011,322,9,0,15.4,78,0
1012,107,0,0,0.1,47,1
1013,321,3,1,4.8,118,0
1014,262,1,0,0.1,95,0
1015,343,4,0,5.8,67,0
1016,363,0,0,3.8,110,0
1017,91,0,2,4.1,99,0
1018,243,1,0,3.7,82,0
1019,108,1,0,5.7,95,0
1020,275,4,0,20.9,106,0
1021,310,0,0,17.4,96,0
1022,119,8,1,0.1,92,0
1023,24,0,0,2.5,93,0
1024,1,3,0,6.8,95,0
1025,214,5,0,9.4,93,0
1026,92,4,2,0.1,94,0
1027,411,1,2,0.1,102,0
1028,39,1,0,11.7,99,0
1029,186,4,0,4.9,89,0
1030,14,0,5,17.2,86,1
1031,121,5,1,0.1,109,0
1032,140,2,0,11.1,84,0
1033,76,0,0,9.6,95,0
1034,120,1,0,0.9,92,0
1035,337,0,0,1.3,86,0
1036,310,1,4,5.1,95,0
1037,227,2,0,15.3,94,0
1038,315,1,0,3.1,120,0
1039,118,0,0,7.6,93,0
1040,242,1,5,25.2,86,1
1041,282,4,0,12.3,81,0
1042,293,6,1,11.2,61,0
1043,164,2,0,3.6,94,0
1044,228,3,0,5.2,99,0
1045,126,2,0,0.1,90,0
1046,130,3,0,0.8,99,0
1047,193,7,0,7.2,102,0
1048,169,0,0,11.9,101,0
1049,158,0,7,0.1,73,0
1050,225,0,0,4.8,59,1
1051,1,5,0,0.9,84,0
1052,305,1,0,5.8,89,0
1053,328,4,0,0.1,86,0
1054,340,0,0,9.6,106,0
1055,348,14,0,0.1,98,0
1056,156,10,0,0.1,85,0
1057,328,4,0,8.9,113,0
1058,1,5,0,0.8,99,0
1059,225,8,0,10.7,86,0
1060,163,4,0,11.7,57,1
1061,328,1,0,19.3,100,0
1062,47,32,0,21.7,88,0
1063,351,16,0,18.7,94,0
1064,83,0,1,3.9,79,0
1065,172,0,0,17.2,81,0
1066,7,2,0,11.4,104,0
1067,1,3,0,9.7,87,0
1068,412,4,0,0.1,99,0
1069,22,5,3,13.4,113,0
1070,209,4,5,6.8,87,0
1071,7,16,1,0.1,82,0
1072,198,0,0,17.5,100,0
1073,340,1,1,16.4,56,1
1074,264,1,2,1.1,80,0
1075,1,12,0,7.3,80,0
1076,389,0,0,3.4,100,0
1077,323,1,0,0.1,89,0
1078,249,6,1,6.8,89,0
1079,1,6,0,10.7,100,0
1080,263,5,0,0.1,98,0
1081,137,10,0,2.7,82,0
1082,186,0,0,8.4,76,0
1083,277,7,0,10.0,111,0
1084,348,7,0,0.1,99,0
1085,293,1,0,2.5,105,0
1086,332,2,0,0.1,89,0
1087,216,1,8,9.8,101,0
1088,360,4,0,0.1,109,0
1089,164,0,0,10.5,62,0
1090,22,3,2,3.9,84,0
1091,323,0,0,4.4,101,0
1092,361,7,0,1.6,108,0
1093,290,0,0,18.4,96,0
1094,156,3,0,6.3,86,0
1095,160,15,0,4.4,103,0
1096,209,0,0,1.8,98,0
1097,130,0,0,0.1,97,0
1098,115,1,2,12.4,107,0
1099,1,0,0,0.1,106,0
1100,174,3,0,2.0,96,0
1101,5,34,2,0.1,111,1
1102,199,8,2,11.8,99,0
1103,231,0,0,11.5,87,0
1104,195,4,0,3.9,93,0
1105,1,0,2,15.2,90,0
1106,50,8,0,0.1,82,0
1107,186,1,0,5.1,86,0
1108,266,2,2,9.9,98,0
1109,296,2,0,4.0,98,0
1110,371,2,1,1.5,48,1
1111,85,1,0,1.4,111,0
1112,1,1,0,13.4,99,0
1113,122,4,1,0.1,71,0
1114,313,0,0,0.1,91,0
1115,1,6,1,12.8,88,0
1116,35,17,0,5.4,86,0
1117,114,0,0,7.2,105,0
1118,183,0,1,18.9,98,0
1119,111,0,0,0.1,104,0
1120,147,1,1,2.4,81,0
1121,85,2,0,10.0,89,0
1122,212,3,2,0.1,83,0
1123,225,7,0,4.0,108,0
1124,301,3,0,10.1,81,0
1125,229,0,2,19.5,103,0
1126,116,4,0,2.0,100,0
1127,248,6,0,1.7,93,0
1128,190,1,2,0.1,116,0
1129,196,4,2,27.5,76,0
1130,1,9,0,17.7,105,0
1131,37,3,0,0.1,96,0
1132,230,3,0,1.3,73,0
1133,33,2,0,14.9,101,0
1134,119,1,0,7.5,80,0
1135,334,3,0,1.5,101,0
1136,240,0,0,10.2,86,0
1137,226,0,0,6.4,110,0
1138,61,0,0,4.4,93,0
1139,317,3,0,5.6,95,0
1140,207,42,0,7.6,93,0
1141,339,1,0,12.1,88,0
1142,70,2,2,11.7,108,0
1143,156,5,0,13.8,74,0
1144,198,5,0,0.1,88,0
1145,60,0,10,14.1,83,1
1146,267,12,0,16.9,107,0
1147,215,1,0,11.5,48,1
1148,3,3,0,12.0,98,0
1149,211,11,0,16.1,85,0
1150,35,6,0,3.5,95,0
1151,276,3,0,12.0,57,1
1152,4,39,10,8.0,93,1
1153,228,5,0,7.5,86,0
1154,143,1,0,18.1,73,0
1155,63,13,2,13.9,108,0
1156,281,6,0,5.0,91,0
1157,216,1,0,6.7,87,0
1158,1,0,0,0.1,85,0
1159,63,1,0,0.1,96,0
1160,43,5,0,9.1,88,0
1161,294,2,0,0.1,86,0
1162,271,6,0,0.1,117,0
1163,49,0,0,0.1,90,0
1164,124,0,0,16.0,91,0
1165,124,0,0,6.9,85,0
1166,158,3,0,0.1,101,0
1167,72,34,0,8.8,84,0
1168,97,2,0,11.4,93,0
1169,272,0,0,7.4,91,0
1170,214,8,0,7.6,85,0
1171,19,2,0,0.1,101,0
1172,130,0,1,17.5,91,0
1173,502,0,0,8.8,94,0
1174,180,2,2,0.1,82,0
1175,108,0,0,5.2,92,0
1176,1,2,0,0.1,107,0
1177,216,3,0,0.1,120,0
1178,223,4,0,6.5,111,0
1179,54,12,2,16.2,99,0
1180,127,1,0,12.1,92,0
1181,16,0,0,0.1,92,0
1182,227,19,1,3.8,102,0
1183,214,3,0,6.2,94,0
1184,176,1,1,18.1,90,0
1185,166,1,7,0.1,90,0
1186,73,9,2,10.0,104,0
1187,202,1,0,1.9,88,0
1188,442,0,1,11.6,103,0
1189,353,2,0,1.0,31,1
1190,70,5,0,6.4,106,0
1191,30,5,0,3.2,62,0
1192,1,0,1,4.2,98,0
1193,73,5,0,6.8,96,0
1194,244,2,0,10.1,88,0
1195,193,4,0,5.9,98,0
1196,217,2,0,9.8,96,0
1197,401,3,0,4.4,87,0
1198,94,0,0,12.3,109,0
1199,81,12,0,7.0,93,0
1200,125,2,9,11.8,101,0
1201,350,2,0,8.5,103,0
1202,90,20,0,0.1,107,0
1203,341,5,0,10.5,91,0
1204,380,2,0,0.1,102,0
1205,1,2,0,0.1,86,0
1206,315,0,0,9.1,97,0
1207,1,6,0,8.0,104,0
1208,405,2,0,17.7,107,0
1209,193,10,0,0.1,108,0
1210,169,1,0,7.4,100,0
1211,208,3,0,1.1,102,0
1212,109,3,0,3.8,73,0
1213,1,2,0,6.4,97,0
1214,214,1,0,7.4,86,0
1215,199,1,2,16.8,82,0
1216,369,1,0,0.1,93,0
1217,69,3,1,0.1,49,1
1218,218,0,2,16.5,88,0
1219,184,9,0,9.1,79,0
1220,145,3,0,12.0,52,1
1221,319,2,1,8.1,71,0
1222,250,3,0,5.2,82,0
1223,198,2,0,0.1,104,0
1224,167,2,0,1.1,91,0
1225,342,18,5,0.1,99,0
1226,208,0,0,6.2,103,0
1227,119,1,0,6.5,81,0
1228,388,4,0,2.9,109,0
1229,159,0,0,18.3,93,0
1230,259,14,0,7.9,104,0
1231,388,4,0,23.2,102,0
1232,200,7,0,0.1,87,0
1233,152,0,0,7.6,86,0
1234,151,48,2,10.0,82,0
1235,57,2,0,18.7,102,0
1236,255,4,2,0.1,102,0
1237,160,19,2,26.3,99,0
1238,164,3,0,0.3,88,0
1239,224,0,0,0.1,99,0
1240,300,2,0,9.1,89,0
1241,269,1,0,3.6,91,0
1242,418,3,0,9.8,56,1
1243,84,0,0,0.1,94,0
1244,272,7,0,0.1,89,0
1245,45,1,2,9.3,87,0
1246,223,48,0,0.8,85,0
1247,128,19,5,2.7,77,0
1248,165,3,0,7.0,92,0
1249,1,0,0,25.0,83,0
1250,111,5,0,14.6,98,0
1251,91,1,0,8.3,87,0
1252,280,0,0,11.5,88,0
1253,1,3,0,5.4,97,0
1254,124,5,0,10.0,100,0
1255,160,16,0,9.0,111,0
1256,35,17,0,2.4,95,0
1257,193,0,0,4.5,90,0
1258,209,1,0,9.3,86,0
1259,329,10,2,14.0,79,0
1260,259,5,0,10.1,84,0
1261,340,2,0,6.5,91,0
1262,383,2,10,14.4,87,1
1263,85,0,1,9.1,91,0
1264,423,1,0,0.3,95,0
1265,266,0,0,3.7,83,0
1266,133,3,10,0.9,93,0
1267,230,11,0,0.1,73,0
1268,256,10,2,4.7,114,0
1269,173,0,0,2.0,86,0
1270,175,2,0,0.1,115,0
1271,374,7,1,0.1,89,0
1272,115,8,0,0.1,97,0
1273,116,0,0,6.1,84,0
1274,235,4,6,0.1,85,0
1275,94,8,2,14.0,85,0
1276,61,1,2,0.1,100,0
1277,113,4,0,8.3,109,0
1278,25,3,0,5.4,101,0
1279,50,4,2,11.6,101,0
1280,130,1,0,0.1,101,0
1281,225,3,0,16.8,51,1
1282,1,4,0,0.1,90,0
1283,128,3,0,10.1,102,0
1284,122,5,0,24.8,97,0
1285,69,1,0,11.5,94,0
1286,241,4,0,5.6,99,0
1287,144,0,0,0.1,93,0
1288,1,3,0,4.3,94,0
1289,207,2,0,12.0,84,0
1290,128,3,0,0.1,95,0
1291,124,14,0,4.9,81,0
1292,113,6,0,13.8,112,0
1293,180,2,0,10.4,95,0
1294,89,1,0,0.1,50,1
1295,106,3,0,0.1,91,0
1296,40,19,0,3.6,85,0
1297,284,2,0,17.3,103,0
1298,370,5,0,3.5,105,0
1299,339,3,0,0.3,88,0
1300,168,5,0,0.1,100,0
1301,136,2,0,0.1,97,0
1302,216,1,0,0.1,92,0
1303,111,3,0,6.9,92,0
1304,399,3,0,1.0,99,0
1305,154,5,0,3.3,98,0
1306,27,1,0,3.5,112,0
1307,113,6,0,0.1,98,0
1308,237,1,0,0.1,94,0
1309,114,3,0,14.3,90,0
1310,314,8,2,2.3,76,0
1311,1,3,0,6.9,47,1
1312,280,5,0,24.9,94,0
1313,265,38,0,18.0,113,0
1314,38,0,0,0.9,87,0
1315,152,3,9,0.1,87,0
1316,77,8,1,0.1,105,0
1317,159,0,0,1.2,92,0
1318,78,1,0,5.4,86,0
1319,387,17,0,0.1,49,1
1320,73,0,0,9.8,101,0
1321,337,2,1,9.0,90,0
1322,157,7,1,8.6,97,0
1323,243,5,0,15.8,109,0
1324,274,7,1,5.8,78,0
1325,108,3,2,10.5,98,0
1326,269,1,0,0.1,106,0
1327,25,47,0,0.1,84,0
1328,359,0,0,12.8,79,0
1329,193,0,0,0.1,103,0
1330,302,1,0,2.6,81,0
1331,305,4,2,6.4,79,0
1332,121,3,0,4.9,83,0
1333,152,2,5,0.1,104,0
1334,96,5,0,15.4,97,0
1335,415,0,0,0.1,82,0
1336,443,1,2,0.1,101,0
1337,202,0,0,10.7,102,0
1338,305,0,0,0.1,91,0
1339,65,1,0,7.3,104,0
1340,132,1,2,0.1,93,0
1341,207,0,0,5.7,108,0
1342,181,0,0,12.5,97,0
1343,123,1,0,9.4,101,0
1344,158,2,2,4.6,90,0
1345,186,3,0,4.8,104,0
1346,149,1,0,0.1,84,0
1347,85,3,0,12.5,85,0
1348,156,0,2,10.7,112,0
1349,143,0,0,6.7,92,0
1350,95,1,0,9.3,63,0
1351,102,1,8,16.1,98,1
1352,206,4,0,18.0,92,0
1353,284,2,0,0.1,111,0
1354,442,8,1,0.1,107,0
1355,117,5,0,9.0,112,0
1356,133,21,0,9.3,40,1
1357,105,1,0,3.5,104,0
1358,214,1,5,14.2,96,1
1359,162,1,0,16.8,102,0
1360,218,7,0,2.2,103,0
1361,289,2,0,6.6,90,0
1362,10,0,2,0.1,91,0
1363,294,1,0,5.3,99,0
1364,276,21,6,0.1,90,0
1365,236,7,0,4.0,89,0
1366,147,6,0,0.1,104,0
1367,94,0,2,1.9,88,0
1368,162,5,1,10.4,92,0
1369,74,0,0,4.5,105,0
1370,160,3,0,16.8,94,0
1371,280,3,0,3.6,94,0
1372,1,3,1,0.1,99,0
1373,1,0,0,8.2,80,0
1374,226,1,0,0.1,80,0
1375,362,5,0,0.1,84,0
1376,260,1,1,3.7,81,0
1377,151,0,1,0.1,92,0
1378,39,2,0,4.8,113,0
1379,235,1,0,9.1,106,0
1380,278,9,0,5.6,103,0
1381,223,3,0,0.1,96,0
1382,293,1,0,0.1,86,0
1383,124,0,0,18.7,101,0
1384,194,3,0,5.2,61,0
1385,126,0,0,2.7,102,0
1386,76,2,1,4.6,91,0
1387,198,5,0,10.4,82,0
1388,107,43,0,17.0,97,0
1389,84,7,0,5.7,83,0
1390,228,6,1,7.7,110,0
1391,273,5,1,5.2,101,0
1392,212,3,0,7.4,86,0
1393,199,0,0,9.8,83,0
1394,113,0,0,10.9,112,0
1395,176,3,0,6.1,70,0
1396,153,8,0,0.1,91,0
1397,466,1,0,3.2,104,0
1398,231,10,0,1.1,93,0
1399,186,1,0,0.5,84,0
1400,80,0,0,12.6,84,0
1401,505,6,0,0.1,75,0
1402,221,0,0,5.7,84,0
1403,82,2,0,11.2,111,0
1404,6,22,1,0.1,110,1
1405,105,2,0,4.0,89,0
1406,302,2,0,0.1,82,0
1407,83,1,0,6.5,79,0
1408,379,0,0,7.3,84,0
1409,239,0,0,11.5,94,0
1410,327,0,0,8.8,79,0
1411,337,8,0,0.1,87,0
1412,336,1,0,12.0,102,0
1413,142,9,0,6.2,106,0
1414,208,6,0,0.1,82,0
1415,386,6,0,3.8,70,0
1416,1,5,0,0.1,101,0
1417,152,1,0,3.5,93,0
1418,190,0,0,7.3,105,0
1419,210,2,0,17.8,82,0
1420,375,0,0,6.8,97,0
1421,296,12,0,0.1,97,0
1422,278,1,0,3.3,99,0
1423,1,2,0,11.6,85,0
1424,219,1,0,14.0,114,0
1425,325,2,0,15.3,105,0
1426,504,1,0,5.1,95,0
1427,1,11,0,15.3,82,0
1428,639,4,0,12.1,92,0
1429,150,3,0,9.9,95,0
1430,137,8,0,2.0,97,0
1431,466,6,1,0.1,101,0
1432,195,1,0,7.8,55,1
1433,1,2,0,8.4,97,0
1434,228,1,0,14.8,92,0
1435,283,6,9,0.9,99,0
1436,143,1,0,0.1,97,0
1437,207,11,0,11.3,77,0
1438,322,1,0,0.1,118,0
1439,23,5,0,4.7,74,0
1440,45,34,1,7.3,97,0
1441,235,2,0,12.0,85,0
1442,118,3,0,3.5,111,0
1443,47,6,0,20.4,90,0
1444,84,0,0,10.1,93,0
1445,123,1,0,7.0,99,0
1446,175,2,1,13.6,106,0
1447,242,6,0,18.5,42,1
1448,149,23,0,1.2,82,0
1449,221,3,0,24.3,120,0
1450,275,1,0,0.1,96,0
1451,165,4,0,9.0,110,0
1452,262,2,1,2.3,98,0
1453,103,1,0,2.7,93,0
1454,22,0,0,0.7,107,0
1455,1,1,2,3.9,107,0
1456,42,8,0,9.2,88,0
1457,114,8,0,8.2,108,0
1458,282,8,2,16.7,73,0
1459,24,5,0,0.1,78,0
1460,290,0,1,1.1,91,0
1461,139,2,0,33.4,105,0
1462,50,16,1,16.1,106,0
1463,58,2,0,0.1,102,0
1464,54,11,0,8.1,40,1
1465,155,0,2,5.3,94,0
1466,401,14,0,14.5,98,0
1467,162,5,0,20.2,84,0
1468,359,7,0,5.0,76,0
1469,206,4,0,2.7,89,0
1470,243,1,1,12.8,92,0
1471,1,3,0,0.1,92,0
1472,104,3,0,4.9,110,0
1473,1,12,2,16.9,103,0
1474,160,6,0,7.8,94,0
1475,151,2,0,0.7,114,0
1476,127,2,1,0.1,105,0
1477,4,5,2,0.1,79,0
1478,385,3,0,0.1,111,0
1479,224,9,0,0.1,109,0
1480,317,1,1,0.1,97,0
1481,76,12,0,0.1,103,0
1482,219,0,0,4.0,82,0
1483,153,4,1,0.1,89,0
1484,352,1,0,0.1,104,0
1485,1,0,0,0.1,98,0
1486,198,0,1,7.0,92,0
1487,165,2,0,0.1,86,0
1488,272,0,0,0.5,98,0
1489,174,4,0,11.3,93,0
1490,426,3,0,29.2,55,1
1491,132,3,0,12.1,87,0
1492,73,14,0,10.4,102,0
1493,1,2,0,11.6,114,0
1494,80,0,1,3.1,100,0
1495,294,23,2,0.5,108,0
1496,118,1,2,9.1,104,0
1497,414,9,1,0.1,107,0
1498,274,3,0,6.5,80,0
1499,314,3,0,16.2,86,0
1500,185,1,0,3.2,109,0
1501,217,8,0,1.5,93,0
1502,214,29,0,11.4,81,0
1503,1,4,5,5.2,115,0
1504,101,0,0,5.1,93,0
1505,230,0,2,17.8,113,0
1506,161,7,4,0.1,86,0
1507,340,9,2,0.3,113,0
1508,194,7,0,6.0,96,0
1509,377,4,0,9.5,95,0
1510,136,0,2,4.6,103,0
1511,165,8,0,19.5,98,0
1512,2,40,8,11.4,110,1
1513,188,0,0,17.0,95,0
1514,102,1,2,9.9,89,0
1515,1,1,0,10.1,88,0
1516,102,0,2,1.8,93,0
1517,350,3,0,10.2,91,0
1518,228,1,0,11.3,79,0
1519,206,0,2,17.1,86,0
1520,92,4,0,14.8,94,0
1521,265,0,0,14.1,115,0
1522,178,0,0,0.1,98,0
1523,197,1,0,14.0,93,0
1524,50,1,0,5.1,88,0
1525,208,4,2,10.9,91,0
1526,292,3,2,11.3,97,0
1527,245,0,0,12.6,91,0
1528,96,3,0,7.1,88,0
1529,1,10,1,9.2,95,0
1530,130,13,2,7.3,100,0
1531,241,3,0,0.1,93,0
1532,233,9,0,0.1,92,0
1533,52,4,1,3.1,97,0
1534,199,2,0,0.1,79,0
1535,34,0,0,9.8,92,0
1536,222,0,0,9.4,92,0
1537,257,1,0,4.7,106,0
1538,165,3,0,5.8,107,0
1539,201,0,0,5.0,104,0
1540,177,21,0,5.0,97,0
1541,195,1,0,5.5,92,0
1542,90,1,2,0.1,100,0
1543,150,1,1,0.1,112,0
1544,56,0,0,6.2,101,0
1545,100,0,0,3.4,98,0
1546,155,13,0,0.2,107,0
1547,241,10,0,7.5,81,0
1548,254,5,0,11.2,112,0
1549,1,5,2,6.4,101,0
1550,182,0,1,5.1,91,0
1551,18,4,0,28.4,92,0
1552,303,5,0,12.0,93,0
1553,219,5,1,7.1,103,0
1554,102,4,0,16.6,87,0
1555,330,1,2,3.4,95,0
1556,76,0,0,0.6,103,0
1557,385,2,0,0.1,95,0
1558,54,18,1,4.9,95,0
1559,141,0,0,1.8,93,0
1560,201,1,0,7.3,106,0
1561,1,13,1,13.9,91,0
1562,22,2,0,0.1,96,0
1563,125,3,0,11.9,84,0
1564,310,3,0,1.9,100,0
1565,80,4,0,0.1,85,0
1566,359,9,0,0.1,85,0
1567,10,3,0,0.1,90,0
1568,225,3,2,13.3,99,0
1569,203,6,0,0.1,46,1
1570,311,6,0,0.1,114,0
1571,208,3,0,1.2,83,0
1572,159,1,2,5.7,60,0
1573,62,2,0,0.1,82,0
1574,125,0,0,3.6,84,0
1575,387,8,0,20.5,92,0
1576,30,4,0,7.1,92,0
1577,37,0,0,1.8,100,0
1578,208,11,0,13.2,93,0
1579,180,2,0,0.1,103,0
1580,1,0,0,6.8,109,0
1581,398,0,0,11.0,103,0
1582,77,5,0,6.9,83,0
1583,2,47,0,0.1,86,1
1584,123,0,0,17.4,86,0
1585,45,0,0,2.7,94,0
1586,240,0,0,0.1,94,0
1587,389,8,0,9.7,102,0
1588,24,6,0,0.1,85,0
1589,177,0,0,15.6,92,0
1590,1,1,2,0.1,91,0
1591,236,8,0,1.3,116,0
1592,89,1,0,11.3,97,0
1593,1,2,2,13.6,92,0
1594,268,8,0,17.6,86,0
1595,452,0,0,9.5,83,0
1596,106,4,0,7.7,98,0
1597,318,2,0,7.8,70,0
1598,259,1,1,0.1,72,0
1599,99,0,2,0.1,91,0
1600,1,0,1,0.1,110,0
1601,77,2,0,4.2,95,0
1602,112,8,0,9.3,93,0
1603,357,2,0,19.8,82,0
1604,403,0,0,5.5,75,0
1605,390,2,1,4.0,88,0
1606,137,11,0,8.2,83,0
1607,239,2,0,0.1,81,0
1608,289,4,1,2.4,74,0
1609,223,4,0,0.1,98,0
1610,345,0,6,9.7,99,0
1611,262,2,0,8.7,91,0
1612,293,2,0,4.2,93,0
1613,283,40,0,7.4,89,0
1614,25,14,0,15.0,97,0
1615,31,5,2,7.6,87,0
1616,319,1,0,0.1,99,0
1617,114,0,0,0.1,93,0
1618,332,3,0,13.1,103,0
1619,1,48,0,10.7,98,1
1620,311,21,4,8.7,114,0
1621,1,11,0,6.5,108,0
1622,158,41,0,0.1,92,0
1623,286,3,0,11.6,103,0
1624,144,10,1,9.4,95,0
1625,238,3,1,17.1,97,0
1626,202,1,0,0.1,63,0
1627,86,1,0,5.0,88,0
1628,190,2,0,0.1,90,0
1629,340,0,0,11.1,100,0
1630,211,2,2,0.1,64,0
1631,128,5,0,13.2,98,0
1632,438,11,0,13.9,84,0
1633,40,3,0,4.8,97,0
1634,1,27,2,2.7,106,1
1635,75,1,0,24.2,107,0
1636,104,3,0,0.1,95,0
1637,118,1,0,1.5,113,0
1638,34,1,2,4.1,108,0
1639,242,6,0,16.2,92,0
1640,31,2,0,4.9,86,0
1641,41,8,0,0.1,90,0
1642,1,1,0,11.5,101,0
1643,145,1,2,7.8,88,0
1644,225,3,0,0.1,98,0
1645,325,0,0,15.4,98,0
1646,218,2,2,13.2,95,0
1647,158,3,0,14.4,98,0
1648,122,1,2,9.2,108,0
1649,345,1,0,13.1,97,0
1650,310,0,0,6.5,103,0
1651,83,0,0,1.4,94,0
1652,62,1,0,12.9,87,0
1653,75,3,0,4.9,91,0
1654,24,1,0,2.8,104,0
1655,158,2,5,11.6,109,0
1656,254,46,0,3.2,73,0
1657,177,23,0,11.8,86,0
1658,51,7,0,6.2,90,0
1659,334,0,0,12.8,100,0
1660,104,1,0,6.4,99,0
1661,61,11,0,0.1,100,0
1662,125,0,0,17.9,105,0
1663,275,5,1,12.3,92,0
1664,245,6,2,7.7,97,0
1665,340,3,0,17.8,100,0
1666,237,5,0,14.9,95,0
1667,127,2,2,0.1,78,0
1668,72,1,0,8.6,50,1
1669,527,0,0,17.5,106,0
1670,200,0,0,0.1,99,0
1671,316,0,2,16.9,84,0
1672,208,2,0,22.1,88,0
1673,168,1,0,8.5,87,0
1674,293,10,0,2.9,100,0
1675,368,4,0,27.5,92,0
1676,176,6,0,5.4,98,0
1677,272,5,10,12.0,91,0
1678,161,10,0,0.1,100,0
1679,346,1,0,19.8,101,0
1680,157,2,0,0.1,92,0
1681,224,1,0,6.0,117,0
1682,147,0,2,17.8,74,0
1683,1,1,0,0.1,101,0
1684,42,6,0,9.4,85,0
1685,274,18,0,3.5,94,0
1686,403,7,2,21.1,82,0
1687,56,3,0,5.7,108,0
1688,123,10,0,0.1,99,0
1689,122,2,2,12.7,78,0
1690,310,3,0,2.4,103,0
1691,366,44,1,13.0,101,0
1692,180,16,0,9.5,86,0
1693,425,0,1,10.2,97,0
1694,248,20,0,0.1,86,0
1695,170,1,0,8.9,83,0
1696,66,31,2,12.5,92,0
1697,229,6,0,0.1,79,0
1698,225,13,0,1.7,96,0
1699,203,5,0,0.1,106,0
